Label,howMany,howLongToSuccess,replyTime,timeZoneForChattings,mainSender,mainLeader,periodOfKnowing,lengthOfTimeTogether,meetingCycle,costProcessing,skinShip,partnerAlcoholPreference,drunkExperience,dateType,commonHobby,commonConcern,seriousConversation,group,ageDifference,distance,age,sex
0,3번~4번,2주~3주,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,상대방이 주로 주도함,3달 이상,2시간~4시간,1주에 세번,주로 상대방이 냄,하지않음,적당히 즐김,가끔 마심,밥 + 카페,네,네,네,동아리,나보다 5살 이상 많음,30분 ~ 1시간,22,여
0,3번~4번,1주일 이내,30분~1시간,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",서로 번갈아 가면서 카톡을 보냄,상대방이 주로 주도함,2주 이상 한달 이내,1시간~2시간,1주에 네번이상,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,밥 + 카페,네,네,네,학교,나보다 1~4살 어림,30분 이내,21,여
1,1번~2번,1주~2주,2시간~4시간,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",서로 번갈아 가면서 카톡을 보냄,서로 적극적이지 않았음,1주일~2주일,2시간~4시간,1주에 한번,주로 내가 냄,하지않음,모르겠음,전혀 마신 적 없음,밥 + 카페,모름,모름,아니오,속해있지않음,나보다 1~4살 어림,1시간 ~ 2시간,25,남
1,3번~4번,1주~2주,30분이내,밤 (21:00 ~ 24:00),서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,2주 이상 한달 이내,1시간~2시간,1주에 두번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 술",모름,모름,아니오,학교,나보다 1~4살 많음,30분 이내,21,여
1,1번~2번,1주일 이내,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,1주일이내,1시간~2시간,1주에 한번,주로 더치페이 함,하지않음,모르겠음,전혀 마신 적 없음,밥 + 카페,모름,모름,아니오,속해있지않음,동갑,30분 ~ 1시간,21,여
1,1번~2번,1주일 이내,30분~1시간,저녁 (17:00 ~ 21:00),서로 번갈아 가면서 카톡을 보냄,상대방이 주로 주도함,1주일~2주일,2시간~4시간,1주에 한번,주로 더치페이 함,하지않음,모르겠음,전혀 마신 적 없음,밥 + 카페,모름,모름,모름,속해있지않음,나보다 1~4살 많음,30분 ~ 1시간,21,여
1,3번~4번,3주~4주,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,상대방이 주로 주도함,한달이상 3달 이내,2시간~4시간,1주에 한번,주로 더치페이 함,하지않음,별로 좋아하지 않음,별로 마시지 않음,"밥 + 카페, 문화 활동(영화, 연극, 전시), 술",모름,네,네,스터디,동갑,30분 이내,24,남
1,1번~2번,1주일 이내,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,1주일~2주일,1시간 이내,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,술,모름,모름,네,학교,나보다 1~4살 어림,30분 이내,22,남
1,3번~4번,1주일 이내,30분이내,저녁 (17:00 ~ 21:00),상대방이 먼저 선톡함,상대방이 주로 주도함,1주일이내,1시간 이내,1달에 한번 이하,주로 더치페이 함,하지않음,모르겠음,전혀 마신 적 없음,밥 + 카페,모름,모름,모름,학교,나보다 1~4살 많음,30분 ~ 1시간,21,여
0,3번~4번,1주~2주,30분이내,"아침 (06:00 ~ 12:00), 점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",서로 번갈아 가면서 카톡을 보냄,내가 주로 주도함,한달이상 3달 이내,4시간~8시간,1주에 세번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 축제 ( 벚꽃 축제, 음악 축제 등 ), 술",모름,모름,네,학교,동갑,1시간 ~ 2시간,20,남
0,1번~2번,한달~두달,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",내가 먼저 선톡함,내가 주로 주도함,3달 이상,1시간 이내,1달에 한번 이하,주로 내가 냄,하지않음,모르겠음,전혀 마신 적 없음,"밥 + 카페, 문화 활동(영화, 연극, 전시)",모름,모름,네,속해있지않음,나보다 5살 이상 어림,3시간이상,25,남
0,3번~4번,2주~3주,30분이내,"밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",상대방이 먼저 선톡함,상대방이 주로 주도함,3달 이상,1시간~2시간,1주에 두번,주로 더치페이 함,하지않음,별로 좋아하지 않음,별로 마시지 않음,"밥 + 카페, 문화 활동(영화, 연극, 전시)",모름,네,네,학교,동갑,1시간 ~ 2시간,20,여
0,3번~4번,1주~2주,30분이내,"아침 (06:00 ~ 12:00), 점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",서로 번갈아 가면서 카톡을 보냄,내가 주로 주도함,한달이상 3달 이내,4시간~8시간,1주에 세번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 축제 ( 벚꽃 축제, 음악 축제 등 ), 술",모름,모름,네,학교,동갑,1시간 ~ 2시간,20,남
0,5번~6번,한달~두달,1시간~2시간,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00)",내가 먼저 선톡함,서로 적극적이지 않았음,3달 이상,1시간~2시간,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,밥 + 카페,모름,네,네,학교,동갑,1시간 ~ 2시간,22,여
1,3번~4번,1주~2주,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,서로 적극적이었음,1주일~2주일,2시간~4시간,1주에 세번,주로 상대방이 냄,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 문화 활동(영화, 연극, 전시), 술",아니오,네,네,속해있지않음,나보다 1~4살 어림,30분 ~ 1시간,25,여
1,3번~4번,1주~2주,30분이내,"밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",내가 먼저 선톡함,상대방이 주로 주도함,1주일이내,4시간~8시간,1주에 세번,항상 내가 냄,하지않음,별로 좋아하지 않음,가끔 마심,밥 + 카페,아니오,아니오,아니오,알바,나보다 1~4살 어림,30분 ~ 1시간,21,남
1,1번~2번,1주일 이내,30분~1시간,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00)",서로 번갈아 가면서 카톡을 보냄,상대방이 주로 주도함,2주 이상 한달 이내,2시간~4시간,1주에 한번,주로 더치페이 함,하지않음,별로 좋아하지 않음,별로 마시지 않음,밥 + 카페,아니오,네,네,속해있지않음,나보다 1~4살 어림,3시간이상,25,여
1,3번~4번,3주~4주,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00)",서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,2주 이상 한달 이내,4시간~8시간,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 문화 활동(영화, 연극, 전시), 축제 ( 벚꽃 축제, 음악 축제 등 ), 이색데이트 ( 방탈출, 애견카페 , 레저활동 등), 술",아니오,네,네,속해있지않음,나보다 1~4살 어림,30분 ~ 1시간,25,여
1,5번~6번,한달~두달,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,상대방이 주로 주도함,한달이상 3달 이내,4시간~8시간,1주에 한번,주로 상대방이 냄,하지않음,적당히 즐김,전혀 마신 적 없음,"문화 활동(영화, 연극, 전시)",아니오,아니오,아니오,속해있지않음,나보다 1~4살 많음,1시간 ~ 2시간,21,여
1,9번 이상,한달~두달,1시간~2시간,밤 (21:00 ~ 24:00),서로 번갈아 가면서 카톡을 보냄,내가 주로 주도함,3달 이상,1시간 이내,1주에 한번,주로 더치페이 함,하지않음,매우 좋아함 ( 주당 임 ),전혀 마신 적 없음,밥 + 카페,아니오,아니오,네,속해있지않음,동갑,1시간 ~ 2시간,19,남
1,3번~4번,1주~2주,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 새벽 (00:00 ~ 06:00 )",상대방이 먼저 선톡함,서로 적극적이었음,1주일~2주일,2시간~4시간,1주에 한번,주로 더치페이 함,하지않음,별로 좋아하지 않음,가끔 마심,"축제 ( 벚꽃 축제, 음악 축제 등 )",아니오,네,아니오,속해있지않음,동갑,1시간 ~ 2시간,21,여
1,1번~2번,2주~3주,30분이내,"아침 (06:00 ~ 12:00), 점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,상대방이 주로 주도함,2주 이상 한달 이내,2시간~4시간,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,별로 마시지 않음,밥 + 카페,아니오,아니오,아니오,속해있지않음,나보다 1~4살 많음,1시간 ~ 2시간,22,여
1,1번~2번,1주일 이내,30분~1시간,저녁 (17:00 ~ 21:00),내가 먼저 선톡함,내가 주로 주도함,1주일~2주일,1시간 이내,1달에 한번 이하,주로 내가 냄,하지않음,별로 좋아하지 않음,별로 마시지 않음,밥 + 카페,아니오,아니오,네,동아리,동갑,30분 ~ 1시간,26,남
1,9번 이상,한달~두달,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00)",상대방이 먼저 선톡함,상대방이 주로 주도함,한달이상 3달 이내,1시간~2시간,1주에 두번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 문화 활동(영화, 연극, 전시), 술",아니오,아니오,아니오,학교,나보다 1~4살 많음,30분 이내,21,여
1,3번~4번,2주~3주,30분이내,"아침 (06:00 ~ 12:00), 점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,2주 이상 한달 이내,2시간~4시간,1주에 두번,주로 상대방이 냄,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 문화 활동(영화, 연극, 전시)",아니오,아니오,네,속해있지않음,나보다 1~4살 어림,30분 ~ 1시간,27,여
0,3번~4번,1주~2주,30분이내,아침 (06:00 ~ 12:00),내가 먼저 선톡함,서로 적극적이었음,한달이상 3달 이내,1시간 이내,1주에 한번,주로 더치페이 함,하지않음,별로 좋아하지 않음,별로 마시지 않음,"축제 ( 벚꽃 축제, 음악 축제 등 )",아니오,모름,네,속해있지않음,나보다 1~4살 어림,30분 ~ 1시간,22,남
0,3번~4번,3주~4주,30분이내,"아침 (06:00 ~ 12:00), 점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",상대방이 먼저 선톡함,서로 적극적이었음,한달이상 3달 이내,2시간~4시간,1주에 두번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 문화 활동(영화, 연극, 전시)",아니오,네,네,속해있지않음,동갑,1시간 ~ 2시간,20,여
0,1번~2번,1주일 이내,30분~1시간,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",서로 번갈아 가면서 카톡을 보냄,내가 주로 주도함,1주일이내,2시간~4시간,1주에 두번,주로 더치페이 함,하지않음,적당히 즐김,전혀 마신 적 없음,밥 + 카페,아니오,네,네,속해있지않음,동갑,30분 이내,21,여
0,7번~8번,두달~세달,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00), 새벽 (00:00 ~ 06:00 )",상대방이 먼저 선톡함,상대방이 주로 주도함,3달 이상,1시간~2시간,1주에 두번,주로 상대방이 냄,하지않음,적당히 즐김,가끔 마심,"밥 + 카페, 이색데이트 ( 방탈출, 애견카페 , 레저활동 등), 술, 보드게임",아니오,네,네,동아리,나보다 5살 이상 많음,30분 ~ 1시간,22,여
0,3번~4번,3주~4주,30분이내,"점심 (12:00 ~17:00), 저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,3달 이상,1시간~2시간,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,별로 마시지 않음,"밥 + 카페, 문화 활동(영화, 연극, 전시)",아니오,네,아니오,동아리,나보다 1~4살 많음,1시간 ~ 2시간,23,남
0,3번~4번,2주~3주,30분이내,밤 (21:00 ~ 24:00),서로 번갈아 가면서 카톡을 보냄,서로 적극적이었음,3달 이상,2시간~4시간,1주에 네번이상,주로 더치페이 함,하지않음,적당히 즐김,전혀 마신 적 없음,밥 + 카페,아니오,모름,네,동아리,동갑,30분 이내,19,여
0,3번~4번,1주~2주,30분이내,"저녁 (17:00 ~ 21:00), 밤 (21:00 ~ 24:00)",서로 번갈아 가면서 카톡을 보냄,내가 주로 주도함,한달이상 3달 이내,1시간 이내,1주에 한번,주로 더치페이 함,하지않음,적당히 즐김,가끔 마심,밥 + 카페,아니오,네,아니오,속해있지않음,나보다 1~4살 많음,1시간 ~ 2시간,23,남
